,Revenue,Net Income,EBITDA,Return on Equity (ROE),Return on Assets (ROA),Return on Invested Capital (ROIC),Current Ratio,Debt-to-Equity Ratio (D/E),Interest Coverage Ratio,Asset Turnover Ratio
2023-12-31,50667000000.0,8530000000.0,57420000000.0,8.61285567156041,0.7145890945159267,6.666052170775654,1.3597371688741722,11.043346998121933,1.3654847684953983,0.04244558693064297
2022-12-31,50210000000.0,10540000000.0,29716000000.0,10.525159525069652,0.8930455139714175,8.261328106022319,1.3413442523256585,10.774807521394834,2.4222367134007174,0.04254251921869533
2021-12-31,56414000000.0,14566000000.0,24696000000.0,13.814360637702602,1.225949803895164,10.504680325726618,1.3954612610031494,10.25731925911173,18.079062957540263,0.04748093658996415
2020-12-31,45828000000.0,10500000000.0,21357000000.0,10.316267279747695,0.9409765723718525,7.89263850793365,1.3331172790809733,9.949921891119168,5.54871395167576,0.04106959462729262
