,P/E Ration,P/B Ratio,P/S Ratio,EV/EDITDA Ratio,EV/Sales Ratio
2023-12-31,26.38846704156211,2.272800580227032,4.442608085430848,7.711940362521769,8.73980333582016
2022-12-31,21.356131296444477,2.2477668873341066,4.483043693776634,12.739353062861758,7.539586050906194
2021-12-31,15.453358771421446,2.134782711322207,3.9900312664325304,15.444752818918044,6.761151764030205
2020-12-31,21.437487987097597,2.211548558812792,4.9117051554622675,18.28831837879852,8.522816086584621
