Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2025-02-14,2025-01-31,"[datetime.date(2025, 4, 11)]",2.61,2.03,2.33064,17879000000,15985000000,16917480560
