Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Timezone,MA_50,ATR_14,RSI_14,EMA_12,EMA_26,MACD,Signal_Line,Upper_Band,Lower_Band,Sharpe_Ratio
2022-03-01,80.78168208592881,85.18877491785398,73.57416199104485,78.44799041748047,252309900,0.0,0.0,America/New_York,,,,78.44799041748047,78.44799041748047,0.0,0.0,,,0.11664132549547426
2022-04-01,79.11221571232721,83.41159837985137,72.08420574890684,72.33552551269531,198285900,0.7,0.0,America/New_York,,,,77.50761120135968,77.99521523934824,-0.4876040379885609,-0.09752080759771219,,,0.11664132549547426
2022-05-01,72.95672700647114,79.23939094181947,69.48044487146852,77.98104858398438,172431500,0.0,0.0,America/New_York,,,,77.58044772176348,77.99416585746943,-0.41371813570594895,-0.16076027321935954,,,0.11664132549547426
2022-06-01,78.25261789088562,78.56041061140631,65.38855498967473,68.85578155517578,174764800,0.0,0.0,America/New_York,,,,76.23819138844229,77.31724850174398,-1.0790571133016869,-0.344419641235825,,,0.11664132549547426
2022-07-01,68.58422266683935,76.61407619135555,65.22562451308403,76.31533813476562,158809800,0.775,0.0,America/New_York,,,,76.25006011864589,77.24303291900483,-0.9929728003589418,-0.4741302730604484,,,0.11664132549547426
2022-08-01,76.45406279149643,84.34072694427472,75.81435215809597,77.87969207763672,152454100,0.0,0.0,America/New_York,,,,76.5007727277214,77.29019285668127,-0.7894201289598755,-0.5371882442403338,,,0.11664132549547426
2022-09-01,77.37706212610684,83.19839328147386,71.6014270771061,72.20458221435547,182851600,0.0,0.0,America/New_York,,,,75.83982034104972,76.91348095724973,-1.0736606162000157,-0.6444827186322702,,,0.11664132549547426
2022-10-01,73.15502217760826,77.44105167674206,68.2384155378394,75.09241485595703,171004200,0.775,0.0,America/New_York,,,,75.7248348818047,76.7785871719688,-1.0537522901640983,-0.7263366329386359,,,0.11664132549547426
2022-11-01,76.81718215972609,86.04447130804154,76.17127473528919,85.87837982177734,131117900,0.0,0.0,America/New_York,,,,77.28691871872357,77.45264588676943,-0.16572716804586207,-0.6142147399600812,,,0.11664132549547426
2022-12-01,85.86915022664913,87.80688657213015,77.5645900255461,78.45040893554688,145897300,0.0,0.0,America/New_York,,,,77.46591721361946,77.52655426075295,-0.060637047133482724,-0.5034992013947616,,,0.11664132549547426
