Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Timezone,MA_50,ATR_14,RSI_14,EMA_12,EMA_26,MACD,Signal_Line,Upper_Band,Lower_Band,Sharpe_Ratio
2024-08-19,100.0578627763825,100.5703777276976,99.84103762568604,100.28455352783205,4070500,0.0,0.0,America/New_York,,,,100.28455352783205,100.28455352783205,0.0,0.0,,,-0.386680806955315
2024-08-20,99.79175378873104,100.16627815765428,99.15111386544405,99.32852172851562,3396900,0.0,0.0,America/New_York,,,,100.1374717125526,100.21373635751232,-0.0762646449597213,-0.01525292899194426,,,-0.386680806955315
2024-08-21,99.6439134839286,99.7720459813665,98.52033284823813,99.23982238769533,3576000,0.0,0.0,America/New_York,,,,99.9993718164207,100.14159458197032,-0.14222276554961866,-0.040646896303479146,,,-0.386680806955315
2024-08-22,99.3088107272258,99.52564339022064,98.46119623707096,99.11168670654295,2777300,0.0,0.0,America/New_York,,,,99.86280487643951,100.06530510971645,-0.20250023327693611,-0.07301756369817056,,,-0.386680806955315
2024-08-23,99.4862164878495,101.10259582579548,99.3679420779343,100.42253112792967,3814800,0.0,0.0,America/New_York,,,,99.94891660743801,100.09176629625077,-0.14284968881275972,-0.0869839887210884,,,-0.386680806955315
2024-08-26,101.55597454443532,101.56583262560171,100.51124352617803,100.856201171875,2679000,0.0,0.0,America/New_York,,,,100.08849884812062,100.14839110185257,-0.05989225373194529,-0.08156564172325978,,,-0.386680806955315
2024-08-27,100.98432661751484,101.3687090701481,100.57037744075794,100.60980224609376,2537200,0.0,0.0,America/New_York,,,,100.16869937088572,100.1825697051297,-0.013870334243975435,-0.0680265802274029,,,-0.386680806955315
2024-08-28,100.42253265983804,101.22086426028493,99.95930061332751,100.72806549072266,2836800,0.0,0.0,America/New_York,,,,100.25475569701447,100.22297680035881,0.031778896655666244,-0.04806548485078908,,,-0.386680806955315
2024-08-29,101.43769773800692,101.43769773800692,99.82131836240109,101.12230682373048,3325600,0.0,0.0,America/New_York,,,,100.38822510112462,100.28959383912708,0.09863126199753935,-0.018726135481123396,,,-0.386680806955315
2024-08-30,101.4278444480176,102.31487620089268,100.62950534311274,102.11775970458984,4951400,0.0,0.0,America/New_York,,,,100.65430734781158,100.42501353286505,0.22929381494653,0.030877854604407284,,,-0.386680806955315
2024-09-03,101.36870432417275,101.7728029203108,97.04193177468608,97.84026336669922,6634000,0.0,0.0,America/New_York,,,,100.22137750456352,100.2335505575935,-0.012173053029982839,0.02226767307752926,,,-0.386680806955315
2024-09-04,98.30349722160334,99.86074315037663,98.2443637750338,98.70759582519533,4212500,0.0,0.0,America/New_York,,,,99.98848801542995,100.12051687371215,-0.13202885828219735,-0.008591633194416061,,,-0.386680806955315
2024-09-05,99.5453539009227,99.8410361777404,97.69243318880136,98.12609100341795,4462400,0.0,0.0,America/New_York,,,,99.70196539819733,99.97278162406073,-0.27081622586339904,-0.061036551728212665,,,-0.386680806955315
2024-09-06,98.26406903535634,99.34823231523374,94.7553442954252,95.19886016845705,9246800,0.0,0.0,America/New_York,,,30.917155528480365,99.00917997823728,99.61915781253452,-0.60997783429724,-0.17082480824201812,,,-0.386680806955315
2024-09-09,96.3520191540286,97.5938666602045,96.19431993574511,96.7659683227539,5281500,0.0,0.0,America/New_York,,2.0127329492428703,38.186649644616864,98.66407049277831,99.40781044292115,-0.7437399501428388,-0.2854078366221823,,,-0.386680806955315
2024-09-10,96.98280179167487,97.01236851546986,93.5233522369219,95.22843933105467,7798600,0.0,0.0,America/New_York,,2.1809884218257247,36.75162558253736,98.13551185251313,99.0982273975977,-0.9627155450845635,-0.42086937831465854,,,-0.386680806955315
2024-09-11,94.11470906498292,95.74094654575464,92.73487097464596,95.63253021240234,6764100,0.0,0.0,America/New_York,,2.306300024538604,38.576781740825815,97.75043775403455,98.84150908758323,-1.0910713335486832,-0.5549097693614635,,,-0.386680806955315
2024-09-12,95.96763557288374,96.28302648620486,94.30197331716552,95.2481460571289,4752900,0.0,0.0,America/New_York,,2.371771882816437,37.96070793800841,97.36546980066444,98.57533404829032,-1.2098642476258732,-0.6859006650143454,,,-0.386680806955315
2024-09-13,95.474839002349,97.31790163976544,95.455122840086,96.8349609375,5354800,0.0,0.0,America/New_York,,2.3774037730581523,39.00969198249521,97.2838530524853,98.44641752156511,-1.1625644690798111,-0.7812334258274387,,,-0.386680806955315
2024-09-16,97.72200375544683,98.74702616400732,97.33762129217578,98.6484603881836,4467200,0.0,0.0,America/New_York,,2.4323154679749583,43.76391881390479,97.49379264259274,98.46138365983315,-0.9675910172404087,-0.8185049441100328,102.95613734643526,94.24911930639676,-0.386680806955315
2024-09-17,99.22995966875116,99.36794272145632,98.00782083642872,98.4020538330078,4748600,0.0,0.0,America/New_York,,2.472443343377632,43.76389995138242,97.63352513342582,98.45698885784608,-0.8234637244202645,-0.8194967001720792,102.78970118756338,94.22730549578624,-0.386680806955315
2024-09-18,98.67802455029528,99.55520572500788,97.8106939365482,97.86983489990234,5195900,0.0,0.0,America/New_York,,2.506939639199222,42.11100862951219,97.66988048211451,98.41349597207248,-0.7436154899579748,-0.8043204581292585,102.7076371568524,94.16350084363589,-0.386680806955315
2024-09-19,99.76218415816297,99.96915873913066,98.0866638291904,99.27924346923828,9091900,0.0,0.0,America/New_York,,2.541435672315114,45.18291345459763,97.91747478782585,98.47762541630699,-0.5601506284811393,-0.7554864921996346,102.71120667893686,94.16387342970572,-0.386680806955315
2024-09-20,99.41723175891286,101.05331985061146,98.74702509593068,100.9941864013672,14513400,0.0,0.0,America/New_York,,2.5857873792366024,47.16983597736165,98.39081503606297,98.66403734112627,-0.2732223050632996,-0.6590336547723676,102.948376177152,94.114953900973,-0.386680806955315
2024-09-23,100.22542148314028,101.05331985061146,99.85088958589226,100.9941864013672,3962400,0.0,0.0,America/New_York,,2.3091161174377044,60.12659747245993,98.79133370764823,98.8366409752182,-0.04530726756996728,-0.5362883773318876,103.03549315263267,94.0850024528361,-0.386680806955315
2024-09-24,101.28985087835164,101.39826720396208,100.48166123621796,101.10259246826172,4749700,0.0,0.0,America/New_York,,2.2302679877281832,58.083806429715835,99.14691197851185,99.00448923396218,0.14242274454967685,-0.4005461529555748,103.07569443461571,94.06944030049172,-0.386680806955315
2024-09-25,101.27014166937778,101.32927511228392,100.25497746209136,100.86604309082033,3825100,0.0,0.0,America/New_York,,2.1535318921034343,59.468621781908936,99.41139368809777,99.14238211224796,0.2690115758498166,-0.26663460719449655,103.11429587226473,94.05646294731534,-0.386680806955315
2024-09-26,101.58553524005424,103.28076416346566,101.48697699277707,103.09349822998048,5183000,0.0,0.0,America/New_York,,1.997948538734634,78.66854767480132,99.97787130992589,99.43505738022814,0.5428139296977434,-0.10474489981604855,103.57850421253488,93.82879788097097,-0.386680806955315
2024-09-27,103.41875490454224,103.62572949507016,102.52185749274189,102.61056518554688,3113300,0.0,0.0,America/New_York,,1.905724646633264,73.03808911458607,100.3829011369445,99.67028018062213,0.7126209563223682,0.05872827141163481,103.84982801517313,93.70629991451437,-0.386680806955315
2024-09-30,102.24588683722052,102.89638482389682,101.6348211740534,102.73868560791016,3378600,0.0,0.0,America/New_York,,1.7466208874400826,83.30418095809706,100.74532951709305,99.89756947153235,0.8477600455607046,0.21653462624144879,103.97370499077729,93.64451552924223,-0.386680806955315
2024-10-01,102.67955061803384,103.67500622532516,101.57567868125967,102.91609191894533,5437400,0.0,0.0,America/New_York,,1.6818531712227116,82.96163048844912,101.07929296353187,100.12116372689627,0.9581292366355996,0.36485354832027894,104.51773761552575,93.6080657597184,-0.386680806955315
2024-10-02,103.3201964308942,103.88198675242542,102.41344845921444,103.01465606689452,3293600,0.0,0.0,America/New_York,,1.6452449658064003,86.08059023514699,101.37704113327997,100.33549649282206,1.0415446404579143,0.500191766747806,105.00721985423628,93.54928954517779,-0.386680806955315
2024-10-03,102.08819486827414,103.19205929918472,101.67424570668268,103.06393432617188,4587200,0.0,0.0,America/New_York,,1.6058205379396508,83.76068093327291,101.63656316295565,100.53760299899612,1.098960163959532,0.6199454461901512,105.46669942726875,93.58359430442071,-0.386680806955315
2024-10-04,106.06015539171128,106.52338745396696,105.08441590027634,106.32626342773438,5608900,0.0,0.0,America/New_York,,1.716348245174491,85.96491228070175,102.35805551138316,100.96639266038413,1.391662850999026,0.7742889271519262,106.389944094859,93.77308996275818,-0.386680806955315
2024-10-07,106.13900456592124,107.35128536433952,105.72504787229074,106.0897216796875,4439900,0.0,0.0,America/New_York,,1.735356502818861,86.04443356999579,102.9321579988146,101.34589851366586,1.5862594851487444,0.9366830387512899,107.19349859082612,93.90191080248442,-0.386680806955315
2024-10-08,106.09957849091126,106.65151071646216,105.8433210206858,105.94187927246094,3679400,0.0,0.0,America/New_York,,1.6684763533414804,89.26176588681385,103.39519204091404,101.68634153283585,1.7088505080781857,1.091116532616669,107.65051792634772,94.51623546110345,-0.386680806955315
2024-10-09,105.67577145955264,107.79480771491318,105.67577145955264,107.46955871582033,4445800,0.0,0.0,America/New_York,,1.6698843830652106,89.38390614670412,104.02201768320731,102.1147279908347,1.9072896923726148,1.2543511645678582,108.30721940707187,95.0432368307211,-0.386680806955315
2024-10-10,106.8781998107534,107.45969875089553,106.09957685059594,106.52338409423828,4065500,0.0,0.0,America/New_York,,1.6030048909611827,78.71033784977594,104.40684328490438,102.44129510960533,1.9655481752990482,1.3965905667140963,108.4757469042517,96.00223313725222,-0.386680806955315
2024-10-11,107.43013098370632,109.87441617155412,107.43013098370632,108.86910247802734,5826200,0.0,0.0,America/New_York,,1.7564764490037998,82.88065586679798,105.09334469923098,102.9174289887477,2.175915710483281,1.5524555954679333,109.20300768014827,96.47838651540836,-0.386680806955315
2024-10-14,109.45061438881253,110.82059442497864,108.95781559826318,110.66289520263672,7179300,0.0,0.0,America/New_York,,1.8303968760900264,84.99280086948065,105.95019862283186,103.49116722681354,2.459031396018318,1.7337707555780104,110.37979166629356,96.5030460107084,-0.386680806955315
