Date,S&P 500,NASDAQ,Dow Jones,Russell 2000,DAX,FTSE 100,CAC 40,Hang Seng,Nikkei 225,Sensex,Bovespa,MS
2024-12-04,6086.490234375,19735.119140625,45014.0390625,2426.56005859375,20232.140625,8335.7998046875,7303.27978515625,19742.4609375,39276.390625,80956.328125,126087.0,129.13076782226562
2024-12-05,6075.10986328125,19700.259765625,44765.7109375,2396.169921875,20358.80078125,8349.400390625,7330.5400390625,19560.439453125,39395.6015625,81765.859375,127858.0,129.45858764648438
2024-12-06,6090.27001953125,19859.76953125,44642.51953125,2408.989990234375,20384.609375,8308.599609375,7426.8798828125,19865.849609375,39091.171875,81709.1171875,125946.0,129.10096740722656
2024-12-09,6052.85009765625,19736.689453125,44401.9296875,2392.840087890625,20345.9609375,8352.099609375,7480.14013671875,20414.08984375,39160.5,81508.4609375,127210.0,127.73008728027344
2024-12-10,6034.91015625,19687.240234375,44247.828125,2382.77001953125,20329.16015625,8280.400390625,7394.77978515625,20311.279296875,39367.578125,81510.046875,128228.0,125.95191955566406
2024-12-11,6084.18994140625,20034.890625,44148.55859375,2394.159912109375,20399.16015625,8301.599609375,7423.39990234375,20155.05078125,39372.23046875,81526.140625,129593.0,126.7466278076172
2024-12-12,6051.25,19902.83984375,43914.12109375,2361.080078125,20426.26953125,8311.7998046875,7420.93994140625,20397.05078125,39849.140625,81289.9609375,126042.0,127.06452178955078
2024-12-13,6051.08984375,19926.720703125,43828.05859375,2346.89990234375,20405.919921875,8300.2998046875,7409.56982421875,19971.240234375,39470.44140625,82133.1171875,124612.0,126.55789184570312
2024-12-16,6074.080078125,20173.890625,43717.48046875,2361.989990234375,20313.810546875,8262.099609375,7357.080078125,19795.490234375,39457.48828125,81748.5703125,123560.0,128.17710876464844
2024-12-17,6050.60986328125,20109.060546875,43449.8984375,2334.080078125,20246.369140625,8195.2001953125,7365.7001953125,19700.48046875,39364.6796875,80684.453125,124698.0,126.89563751220705
2024-12-18,5872.16015625,19392.689453125,42326.87109375,2231.510009765625,20242.5703125,8199.099609375,7384.6201171875,19864.55078125,39081.7109375,80182.203125,120772.0,120.23992919921876
2024-12-19,5867.080078125,19372.76953125,42342.23828125,2221.5,19969.859375,8105.2998046875,7294.3701171875,19752.509765625,38813.578125,79218.046875,121188.0,119.70349884033205
2024-12-20,5930.85009765625,19572.599609375,42840.26171875,2242.3701171875,19884.75,8084.60009765625,7274.47998046875,19720.69921875,38701.8984375,78041.59375,122102.0,122.6240692138672
2024-12-23,5974.06982421875,19764.880859375,42906.94921875,2237.43994140625,19848.76953125,8102.7001953125,7272.31982421875,19883.130859375,39161.33984375,78540.171875,120767.0,123.62738800048828
2024-12-27,5970.83984375,19722.029296875,42992.2109375,2244.590087890625,19984.3203125,8149.7998046875,7355.3701171875,20090.4609375,40281.16015625,78699.0703125,120269.0,125.922119140625
2024-12-30,5906.93994140625,19486.7890625,42573.73046875,2227.780029296875,19909.140625,8121.0,7313.56005859375,20041.419921875,39894.5390625,78248.1328125,120283.0,124.91879272460938
2025-01-06,5975.3798828125,19864.98046875,42706.55859375,2266.64990234375,20216.189453125,8249.7001953125,7445.68994140625,19688.2890625,39307.05078125,77964.9921875,120022.0,127.7896957397461
2025-01-07,5909.02978515625,19489.6796875,42528.359375,2249.800048828125,20340.5703125,8245.2998046875,7489.35009765625,19447.580078125,40083.30078125,78199.109375,121163.0,126.04132080078124
2025-01-08,5918.25,19478.880859375,42635.19921875,2238.9599609375,20329.939453125,8251.0,7452.419921875,19279.83984375,39981.05859375,78148.4921875,119625.0,127.0148468017578
2025-01-10,5827.0400390625,19161.630859375,41938.44921875,2189.22998046875,20214.7890625,8248.5,7431.0400390625,19064.2890625,39190.3984375,77378.90625,118856.0,122.63399505615234
2025-01-14,5842.91015625,19044.390625,42518.28125,2219.239990234375,20271.330078125,8201.5,7423.669921875,19219.779296875,38474.30078125,76499.6328125,119299.0,123.7962646484375
2025-01-15,5949.91015625,19511.23046875,43221.55078125,2263.2900390625,20574.6796875,8301.099609375,7474.58984375,19286.0703125,38444.578125,76724.078125,122650.0,129.68707275390625
2025-01-16,5937.33984375,19338.2890625,43153.12890625,2266.7900390625,20655.390625,8391.900390625,7634.740234375,19522.890625,38572.6015625,77042.8203125,121234.0,134.91229248046875
2025-01-17,5996.66015625,19630.19921875,43487.828125,2275.8798828125,20903.390625,8505.2001953125,7709.75,19584.060546875,38451.4609375,76619.328125,122350.0,136.95867919921875
2025-01-21,6049.240234375,19756.779296875,44025.80859375,2317.969970703125,21042.0,8548.2998046875,7770.9501953125,20106.55078125,39027.98046875,75838.359375,123338.0,136.3924560546875
2025-01-22,6086.3701171875,20009.33984375,44156.73046875,2303.719970703125,21254.26953125,8545.099609375,7837.39990234375,19778.76953125,39646.25,76404.9921875,122972.0,135.10104370117188
2025-01-23,6118.7099609375,20053.6796875,44565.0703125,2314.60009765625,21411.529296875,8565.2001953125,7892.60986328125,19700.560546875,39958.87109375,76520.3828125,122483.0,136.88914489746094
2025-01-24,6101.240234375,19954.30078125,44424.25,2307.739990234375,21394.9296875,8502.400390625,7927.6201171875,20066.189453125,39931.98046875,76190.4609375,122447.0,136.90902709960938
2025-01-27,6012.27978515625,19341.830078125,44713.578125,2284.02001953125,21282.1796875,8503.7001953125,7906.580078125,20197.76953125,39565.80078125,75366.171875,124862.0,135.74673461914062
2025-01-28,6067.7001953125,19733.58984375,44850.3515625,2288.860107421875,21430.580078125,8533.900390625,7897.3701171875,20225.109375,39016.87109375,75901.40625,124056.0,137.62425231933594
2025-02-03,5994.56982421875,19391.9609375,44421.91015625,2258.419921875,21428.240234375,8583.599609375,7854.919921875,20217.259765625,38520.08984375,77186.7421875,125970.0,137.16000366210938
2025-02-04,6037.8798828125,19654.01953125,44556.0390625,2290.2099609375,21505.69921875,8570.7998046875,7906.39990234375,20789.9609375,38798.37109375,78583.8125,125147.0,136.77000427246094
2025-02-05,6061.47998046875,19692.330078125,44873.28125,2316.22998046875,21585.9296875,8623.2998046875,7891.68017578125,20597.08984375,38831.48046875,78271.28125,125534.0,138.92999267578125
2025-02-06,6083.56982421875,19791.990234375,44747.62890625,2307.1201171875,21902.419921875,8727.2998046875,8007.6201171875,20891.619140625,39066.53125,78058.15625,126225.0,141.0800018310547
2025-02-07,6025.990234375,19523.400390625,44303.3984375,2279.7099609375,21787.0,8700.5,7973.02978515625,21133.5390625,38787.01953125,77860.1875,124619.0,139.97999572753906
2025-02-10,6066.43994140625,19714.26953125,44470.41015625,2287.93994140625,21911.740234375,8767.7998046875,8006.22021484375,21521.98046875,38801.171875,77311.796875,125572.0,137.30999755859375
2025-02-12,6051.97021484375,19649.94921875,44368.55859375,2255.889892578125,22148.029296875,8807.400390625,8042.18994140625,21857.919921875,38963.69921875,76171.078125,124380.0,137.11000061035156
2025-02-13,6115.06982421875,19945.640625,44711.4296875,2282.179931640625,22612.01953125,8764.7001953125,8164.10986328125,21814.369140625,39461.46875,76138.96875,124850.0,136.83999633789062
2025-02-14,6114.6298828125,20026.76953125,44546.078125,2279.97998046875,22513.419921875,8732.5,8178.5400390625,22620.330078125,39149.4296875,75939.2109375,128219.0,138.9499969482422
