Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Timezone
2024-08-20,2164.56005859375,2165.35009765625,2138.14990234375,2142.18994140625,2994420000,0.0,0.0,America/New_York
2024-08-21,2146.610107421875,2171.27001953125,2146.610107421875,2170.56005859375,3119670000,0.0,0.0,America/New_York
2024-08-22,2170.72998046875,2174.8798828125,2147.8701171875,2150.030029296875,2981530000,0.0,0.0,America/New_York
2024-08-23,2159.97998046875,2222.75,2159.97998046875,2218.699951171875,3291940000,0.0,0.0,America/New_York
2024-08-26,2230.2099609375,2237.68994140625,2216.93994140625,2217.919921875,2938570000,0.0,0.0,America/New_York
2024-08-27,2210.8798828125,2210.8798828125,2195.070068359375,2203.0,2798990000,0.0,0.0,America/New_York
2024-08-28,2198.050048828125,2202.97998046875,2180.159912109375,2188.639892578125,3053450000,0.0,0.0,America/New_York
2024-08-29,2199.110107421875,2223.010009765625,2192.429931640625,2202.97998046875,3065640000,0.0,0.0,America/New_York
2024-08-30,2208.699951171875,2218.050048828125,2192.409912109375,2217.6298828125,4185850000,0.0,0.0,America/New_York
2024-09-03,2206.409912109375,2206.409912109375,2145.469970703125,2149.2099609375,3866350000,0.0,0.0,America/New_York
2024-09-04,2144.590087890625,2166.0400390625,2138.820068359375,2145.219970703125,3478140000,0.0,0.0,America/New_York
2024-09-05,2146.5400390625,2150.68994140625,2126.199951171875,2132.050048828125,3521650000,0.0,0.0,America/New_York
2024-09-06,2133.159912109375,2139.659912109375,2087.949951171875,2091.409912109375,3822800000,0.0,0.0,America/New_York
2024-09-09,2093.090087890625,2115.080078125,2093.090087890625,2097.780029296875,3825940000,0.0,0.0,America/New_York
2024-09-10,2099.8798828125,2101.85009765625,2072.889892578125,2097.43994140625,3848180000,0.0,0.0,America/New_York
2024-09-11,2090.860107421875,2105.360107421875,2058.679931640625,2103.85009765625,3839450000,0.0,0.0,America/New_York
2024-09-12,2109.090087890625,2138.5,2102.360107421875,2129.429931640625,3655070000,0.0,0.0,America/New_York
2024-09-13,2143.280029296875,2183.5400390625,2143.280029296875,2182.489990234375,3500790000,0.0,0.0,America/New_York
2024-09-16,2186.1298828125,2192.1201171875,2178.39990234375,2189.169921875,3437070000,0.0,0.0,America/New_York
2024-09-17,2199.169921875,2229.0,2199.169921875,2205.47998046875,3443600000,0.0,0.0,America/New_York
