Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Timezone,MA_50,ATR_14,RSI_14,EMA_12,EMA_26,MACD,Signal_Line
2022-03-01,80.78168994228459,85.18878320281794,73.57416914643922,78.447998046875,252309900,0.0,0.0,America/New_York,,,,78.447998046875,78.447998046875,0.0,0.0
2022-04-01,79.11220736817957,83.41158958223792,72.08419814601959,72.33551788330078,198285900,0.7,0.0,America/New_York,,,,77.5076164832482,77.99522173846209,-0.487605255213893,-0.0975210510427786
2022-05-01,72.95671986863876,79.23938318931309,69.48043807374349,77.98104095458984,172431500,0.0,0.0,America/New_York,,,,77.58045101730076,77.99417131002711,-0.413720292726353,-0.1607608993794935
2022-06-01,78.2526352320611,78.5604280207902,65.38856948010887,68.85579681396484,174764800,0.0,0.0,America/New_York,,,,76.23819652447985,77.31725468068916,-1.0790581562093138,-0.34442035074545757
2022-07-01,68.58420895383993,76.61406087283562,65.22561147161595,76.31532287597656,158809800,0.775,0.0,America/New_York,,,,76.2500621170178,77.24303750996971,-0.9929753929519052,-0.47413135918674715
2022-08-01,76.45406279149643,84.34072694427472,75.81435215809597,77.87969207763672,152454100,0.0,0.0,America/New_York,,,,76.50077441865149,77.29019710757468,-0.7894226889231959,-0.5371896251340369
2022-09-01,77.37706212610684,83.19839328147386,71.6014270771061,72.20458221435547,182851600,0.0,0.0,America/New_York,,,,75.83982177183671,76.91348489326215,-1.0736631214254402,-0.6444843243923175
2022-10-01,73.15501474505295,77.44104380872587,68.23840860481168,75.0924072265625,171004200,0.775,0.0,America/New_York,,,,75.7248349187176,76.7785902512844,-1.0537553325667943,-0.7263385260272128
2022-11-01,76.81717533532407,86.04446366389152,76.17126796826928,85.87837219238281,131117900,0.0,0.0,America/New_York,,,,77.28691757620456,77.45264817284725,-0.16573059664268897,-0.6142169401503081
2022-12-01,85.86914187577328,87.80687803280718,77.5645824822985,78.45040130615234,145897300,0.0,0.0,America/New_York,,,,77.4659150731196,77.52655581235133,-0.06064073923172941,-0.5035016999665924
2023-01-01,79.02250117895925,91.4424311311084,78.27509303457448,89.8092041015625,168742800,0.775,0.0,America/New_York,,,,79.36488261595697,78.43638161155215,0.9285010044048221,-0.21710115909230956
2023-02-01,90.18011758006853,93.9380110205432,89.53830411709264,89.76154327392578,121182800,0.0,0.0,America/New_York,,,,80.9643688710291,79.27528247543167,1.6890863955974282,0.16413635184563802
2023-03-01,89.25925543018337,92.27300907414572,76.01361538459963,81.66905975341797,205262500,0.0,0.0,America/New_York,,,,81.07278285293508,79.45259931083805,1.620183542097024,0.45534578989591523
2023-04-01,81.80857266597438,85.40833857725227,77.39025846873727,83.6875228881836,129524200,0.775,0.0,America/New_York,,,53.35001883411511,81.47505055066561,79.76629735360439,1.7087531970612275,0.7060272713289777
2023-05-01,84.61872976248856,84.92833935798237,75.75247671932196,76.70947265625,150610500,0.0,0.0,America/New_York,,10.51338243662095,48.97949276304735,80.74188472075552,79.53986589454111,1.2020188262144131,0.8052255823060648
2023-06-01,77.4788176430825,84.11208483787614,76.43738469362478,80.12461853027344,150773700,0.0,0.0,America/New_York,,10.252475915766167,54.721689256568645,80.64692069145059,79.58318090459535,1.063739786855237,0.8569284232158993
2023-07-01,81.00655033417621,89.66639239152327,77.7790529435348,85.90409851074219,167976500,0.85,0.0,America/New_York,,10.404504082367515,54.79510524712344,81.4557172790339,80.0513970235692,1.404320255464711,0.9664067896656617
2023-08-01,86.35774673371067,86.57553809676573,78.34693003687529,80.62897491455078,131151700,0.0,0.0,America/New_York,,10.051414762311023,57.47351756787621,81.3285261460365,80.0941805710493,1.2343455749871879,1.0199945467299671
2023-09-01,81.43383314727713,84.71959478015603,76.72771395950384,77.33373260498047,139369400,0.0,0.0,America/New_York,,9.808802720841916,50.68256476426678,80.71394252433558,79.8897029439331,0.8242395804024767,0.980843553464469
2023-10-01,76.79401455445812,77.14437209873448,65.73416091317894,67.05982971191406,226398900,0.85,0.0,America/New_York,,10.028316785529258,43.50635988728333,78.61330978396303,78.93934196378353,-0.32603217982050126,0.719468406807475
2023-11-01,68.21485520487937,77.09994745531671,67.7643695221304,76.04561614990234,170186600,0.0,0.0,America/New_York,,9.91711332403175,52.217126284580566,78.21827999410755,78.72499190349603,-0.5067119093884855,0.474232343568283
2023-12-01,75.7964170866636,90.04897558289248,75.47053087120139,89.37804412841797,163137100,0.0,0.0,America/New_York,,10.301099717444385,57.35868507795632,79.93516678400145,79.51410688311988,0.4210599008815734,0.4635978550309411
2024-01-01,88.81254650956889,90.24067622406514,79.74534110215399,83.61759185791016,204964900,0.85,0.0,America/New_York,,10.268476766343111,48.77186226090739,80.50169371844895,79.81806873310435,0.6836249853445935,0.5076032810936716
2024-02-01,84.38830922972143,85.33681456500857,80.42004941530364,83.27526092529297,143533500,0.0,0.0,America/New_York,,9.888081737714272,52.839644272594064,80.92839636565571,80.07415704363684,0.85423932201887,0.5769304892787113
2024-03-01,83.44948785353577,91.68603749221064,81.71700516340275,91.13435363769533,199389400,0.0,0.0,America/New_York,,9.65963132573384,50.81341788745696,82.4985436382772,80.89343086541896,1.6051127728582344,0.782566945994616
2024-04-01,91.1343534249208,91.6957106307699,82.27836956270296,87.92102813720703,169291500,0.85,0.0,America/New_York,,10.01803376606358,48.91249899472424,83.33277202272795,81.41399362629215,1.9187783964357976,1.0098092360828523
2024-05-01,89.16331887319268,100.85574930731894,88.62607722246102,95.57119750976562,122133400,0.0,0.0,America/New_York,,9.780557157532568,58.25748635361606,85.21560671304144,82.46267539543834,2.7529313176030996,1.3584336523869018
2024-06-01,95.88378731718296,96.05960617210748,91.81047910444316,94.936279296875,108304600,0.0,0.0,America/New_York,,9.511346226043234,56.793100731513015,86.711094802862,83.38664605480402,3.324448748057975,1.7516366715211167
2024-07-01,95.2586157051294,106.57986029029354,95.18047648059192,100.8166732788086,164418800,0.925,0.0,America/New_York,,9.687611822811672,64.75388747767734,88.88118379916148,84.67775918250807,4.2034246166534075,2.241994260547575
2024-08-01,102.2557427559043,102.49228405537016,89.63024092404574,102.11775970458984,114187000,0.0,0.0,America/New_York,,10.058136321888318,63.81761099562954,90.9175800923043,85.96961107303264,4.947969019271667,2.7831892122923936
