Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Timezone
2024-08-21,18358.7890625,18476.630859375,18352.189453125,18448.94921875,36068100,0.0,0.0,Europe/Berlin
2024-08-22,18459.279296875,18551.390625,18458.609375,18493.390625,40950900,0.0,0.0,Europe/Berlin
2024-08-23,18538.869140625,18670.44921875,18519.2890625,18633.099609375,41122500,0.0,0.0,Europe/Berlin
2024-08-26,18589.900390625,18638.970703125,18554.509765625,18617.01953125,23952300,0.0,0.0,Europe/Berlin
2024-08-27,18637.19921875,18724.390625,18622.66015625,18681.810546875,35308200,0.0,0.0,Europe/Berlin
2024-08-28,18745.140625,18856.58984375,18731.44921875,18782.2890625,37615100,0.0,0.0,Europe/Berlin
2024-08-29,18791.169921875,18936.0390625,18781.16015625,18912.5703125,39421500,0.0,0.0,Europe/Berlin
2024-08-30,18891.349609375,18970.7109375,18886.08984375,18906.919921875,95583000,0.0,0.0,Europe/Berlin
2024-09-02,18913.529296875,18937.98046875,18778.5390625,18930.849609375,36654700,0.0,0.0,Europe/Berlin
2024-09-03,18979.529296875,18990.779296875,18728.4609375,18747.109375,51866700,0.0,0.0,Europe/Berlin
2024-09-04,18531.98046875,18654.19921875,18531.98046875,18591.849609375,52360600,0.0,0.0,Europe/Berlin
2024-09-05,18539.150390625,18677.630859375,18536.560546875,18576.5,57259500,0.0,0.0,Europe/Berlin
2024-09-06,18534.869140625,18607.7890625,18274.98046875,18301.900390625,60804900,0.0,0.0,Europe/Berlin
2024-09-09,18379.51953125,18484.279296875,18353.25,18443.560546875,43109500,0.0,0.0,Europe/Berlin
2024-09-10,18417.109375,18490.6796875,18233.859375,18265.919921875,70039500,0.0,0.0,Europe/Berlin
2024-09-11,18342.5703125,18434.619140625,18208.83984375,18330.26953125,87371800,0.0,0.0,Europe/Berlin
2024-09-12,18533.41015625,18595.830078125,18382.259765625,18518.390625,61591100,0.0,0.0,Europe/Berlin
2024-09-13,18546.220703125,18722.189453125,18542.23046875,18699.400390625,69687600,0.0,0.0,Europe/Berlin
2024-09-16,18621.779296875,18672.23046875,18599.529296875,18633.109375,51208600,0.0,0.0,Europe/Berlin
2024-09-17,18686.759765625,18805.08984375,18671.640625,18726.080078125,60260500,0.0,0.0,Europe/Berlin
2024-09-18,18729.640625,18756.529296875,18695.369140625,18711.490234375,56152800,0.0,0.0,Europe/Berlin
2024-09-19,18877.5703125,19044.9609375,18806.16015625,19002.380859375,80223000,0.0,0.0,Europe/Berlin
2024-09-20,18895.8203125,18900.439453125,18710.33984375,18720.009765625,155117400,0.0,0.0,Europe/Berlin
2024-09-23,18766.919921875,18857.369140625,18684.33984375,18846.7890625,67192700,0.0,0.0,Europe/Berlin
2024-09-24,18982.400390625,19029.44921875,18903.48046875,18996.630859375,57329700,0.0,0.0,Europe/Berlin
2024-09-25,18845.919921875,18965.009765625,18840.130859375,18918.5,52174600,0.0,0.0,Europe/Berlin
2024-09-26,19107.859375,19253.0703125,19088.419921875,19238.359375,78292900,0.0,0.0,Europe/Berlin
2024-09-27,19257.6796875,19491.9296875,19239.859375,19473.630859375,77616700,0.0,0.0,Europe/Berlin
2024-09-30,19412.330078125,19449.98046875,19314.33984375,19324.9296875,67084500,0.0,0.0,Europe/Berlin
2024-10-01,19409.390625,19448.94921875,19143.7890625,19213.140625,69875300,0.0,0.0,Europe/Berlin
2024-10-02,19221.66015625,19250.890625,19059.599609375,19164.75,49480800,0.0,0.0,Europe/Berlin
2024-10-03,19074.44921875,19110.310546875,18964.310546875,19015.41015625,46992800,0.0,0.0,Europe/Berlin
2024-10-04,18968.849609375,19171.5390625,18952.439453125,19120.9296875,58396000,0.0,0.0,Europe/Berlin
2024-10-07,19150.26953125,19151.970703125,19011.939453125,19104.099609375,46285500,0.0,0.0,Europe/Berlin
2024-10-08,18937.69921875,19098.48046875,18911.720703125,19066.470703125,49308400,0.0,0.0,Europe/Berlin
2024-10-09,19065.1796875,19259.119140625,19007.849609375,19254.9296875,53333500,0.0,0.0,Europe/Berlin
2024-10-10,19242.849609375,19285.16015625,19145.419921875,19210.900390625,52366500,0.0,0.0,Europe/Berlin
2024-10-11,19206.310546875,19377.099609375,19175.779296875,19373.830078125,54978200,0.0,0.0,Europe/Berlin
2024-10-14,19409.689453125,19518.439453125,19392.640625,19508.2890625,43005800,0.0,0.0,Europe/Berlin
2024-10-15,19581.5703125,19633.91015625,19457.490234375,19486.189453125,69656200,0.0,0.0,Europe/Berlin
2024-10-16,19465.30078125,19510.259765625,19401.5390625,19432.810546875,51088700,0.0,0.0,Europe/Berlin
2024-10-17,19509.7890625,19674.6796875,19499.4609375,19583.390625,49000700,0.0,0.0,Europe/Berlin
